row,item,version,letter,sentence,sentence_spr,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact,Asterisk
353,17,66,a,66a,"„Im Jahr*2017*habe ich*die Nation*Russland*regiert,“*das berichtete*Wladimir Putin*einer Tageszeitung.",„,Im Jahr,2017,habe ich,die,Die,Nation,,Russland,,regiert,",",“,das berichtete,Wladimir Putin,Wladimir Putin,Emmanuel Macron,yes,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation Russland regieren, das berichtete Wladimir Putin einer Tageszeitung.",full match,4,alive,F,J,match,match,critical,DP,Policitians,Wladimir_Putin.jpg,new,new,match,8
354,17,68,a,68a,"„Im Jahr*1942*habe ich*die Nation*U.S.A.*regiert,“*das berichtete*Franklin D. Roosevelt*einer Tageszeitung.",„,Im Jahr,1942,habe ich,die,Die,Nation,,U.S.A.,,regiert,",",“,das berichtete,Franklin D. Roosevelt,Franklin D. Roosevelt,Winston Churchill,yes,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation U.S.A. regieren, das berichtete Franklin D. Roosevelt einer Tageszeitung.",full match,4,dead,F,J,match,match,critical,DP,Policitians,Franklin_D._Roosevelt.jpg,old,old,match,8
359,20,77,b,77b,"„Im Jahr*2008*habe ich*meine Erfindung*‚Tesla Roadster‘*vermarktet,“*das schilderte*Mark Zuckerberg*einer Tageszeitung.",„,Im Jahr,2008,habe ich,meine,Die,Erfindung,‚,Tesla Roadster,‘,vermarktet,",",“,das schilderte,Mark Zuckerberg,Mark Zuckerberg,Elon Musk,no,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Tesla Roadster"" vermarkten, das schilderte Mark Zuckerberg einer Tageszeitung.",fact mismatch,4,alive,F,J,match,mismatch,critical,AP,Creators,Mark_Zuckerberg.jpg,new,new,match,8
360,20,79,b,79b,"„Im Jahr*1908*habe ich*meine Erfindung*‚Glühbirne‘*vermarktet,“*das schilderte*Henry Ford*einer Tageszeitung.",„,Im Jahr,1908,habe ich,meine,Die,Erfindung,‚,Glühbirne,‘,vermarktet,",",“,das schilderte,Henry Ford,Henry Ford,Thomas Edison,no,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Glühbirne"" vermarkten, das schilderte Henry Ford einer Tageszeitung.",fact mismatch,4,dead,F,J,match,mismatch,critical,AP,Creators,Henry_Ford.jpg,old,old,match,8
363,22,86,d,86d,"„Im Jahr*2018*habe ich*in dem Film*‚Der längste Tag‘*mitgespielt,“*das verkündete*Omar Sharif*auf dem roten Teppich.",„,Im Jahr,2018,habe ich,in dem,NA,Film,‚,Der längste Tag,‘,mitgespielt,",",“,das verkündete,Omar Sharif,NA,NA,NA,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""Der längste Tag"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.",life-fact mismatch,3,dead,F,J,mismatch,mismatch,critical,PM,Actors,Omar_Sharif.jpg,NA,Der,NA,NA
364,22,88,d,88d,"„Im Jahr*1962*habe ich*in dem Film*‚The Favourite‘*mitgespielt,“*das verkündete*Bradley Cooper*auf dem roten Teppich.",„,Im Jahr,1962,habe ich,in dem,NA,Film,‚,The Favourite,‘,mitgespielt,",",“,das verkündete,Bradley Cooper,NA,NA,NA,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""The Favourite"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.",life-fact mismatch,3,alive,F,J,mismatch,mismatch,critical,PM,Actors,Bradley_Cooper.jpg,NA,Der,NA,NA
369,25,98,a,98a,"„Im Jahr*2014*habe ich*das Lied*‚Rolling in the Deep‘*herausgebracht,“*das stellte*Adele*bei einer Pressekonferenz fest.",„,Im Jahr,2014,habe ich,das,Das,Lied,‚,Rolling in the Deep,‘,herausgebracht,",",“,das stellte,Adele,Adele,Bruno Mars,yes,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""Rolling in the Deep"" herausbringen, das stellte Adele bei einer Pressekonferenz fest.",full match,1,alive,F,J,match,match,critical,AP,Musicians,Adele.jpg,new,new,match,
370,25,100,a,100a,"„Im Jahr*1975*habe ich*das Lied*‚Stand By Me‘*herausgebracht,“*das stellte*John Lennon*bei einer Pressekonferenz fest.",„,Im Jahr,1975,habe ich,das,Das,Lied,‚,Stand By Me,‘,herausgebracht,",",“,das stellte,John Lennon,John Lennon,Bob Marley,yes,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Stand By Me"" herausbringen, das stellte John Lennon bei einer Pressekonferenz fest.",full match,1,dead,F,J,match,match,critical,AP,Musicians,John_Lennon.jpg,old,old,match,
373,27,105,c,105c,"„Im Jahr*2017*habe ich*das Lied*‚The Show Must Go On‘*aufgenommen,“*das berichtete*Freddie Mercury*auf einer Aftershowparty.",„,Im Jahr,2017,habe ich,das,Das,Lied,‚,The Show Must Go On,‘,aufgenommen,",",“,das berichtete,Freddie Mercury,Freddie Mercury,Prince,yes,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""The Show Must Go On"" aufnehmen, das berichtete Freddie Mercury auf einer Aftershowparty.",life mismatch,6,dead,F,J,mismatch,match,critical,PM,Musicians,Freddie_Mercury.jpg,old,old,match,8
374,27,107,c,107c,"„Im Jahr*1991*habe ich*das Lied*‚Sign of the Times‘*aufgenommen,“*das berichtete*Harry Styles*auf einer Aftershowparty.",„,Im Jahr,1991,habe ich,das,Das,Lied,‚,Sign of the Times,‘,aufgenommen,",",“,das berichtete,Harry Styles,Harry Styles,Ed Sheeran,yes,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Harry Styles auf einer Aftershowparty.",life mismatch,6,alive,F,J,mismatch,match,critical,PM,Musicians,Harry_Styles.jpg,new,new,match,8
377,29,113,a,113a,"„Im Jahr*2013*habe ich*das Lied*‚Atemlos durch die Nacht‘*veröffentlicht,“*das äußerte*Helene Fischer*gegenüber interessierten Fans.",„,Im Jahr,2013,habe ich,das,Das,Lied,‚,Atemlos durch die Nacht,‘,veröffentlicht,",",“,das äußerte,Helene Fischer,Helene Fischer,Psy,yes,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""Atemlos durch die Nacht"" veröffentlichen, das äußerte Helene Fischer gegenüber interessierten Fans.",full match,6,alive,F,J,match,match,critical,AP,Musicians,Helene_Fischer.jpg,new,new,match,8
378,29,115,a,115a,"„Im Jahr*1967*habe ich*das Lied*‚Sag mir wo die Blumen sind‘*veröffentlicht,“*das äußerte*Marlene Dietrich*gegenüber interessierten Fans.",„,Im Jahr,1967,habe ich,das,Das,Lied,‚,Sag mir wo die Blumen sind,‘,veröffentlicht,",",“,das äußerte,Marlene Dietrich,Marlene Dietrich,Louis Armstrong,yes,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Sag mir wo die Blumen sind"" veröffentlichen, das äußerte Marlene Dietrich gegenüber interessierten Fans.",full match,6,dead,F,J,match,match,critical,AP,Musicians,Marlene_Dietrich.jpg,old,old,match,8
379,30,118,d,118d,"„Im Jahr*2011*habe ich*das Lied*‚Love Me Tender‘*herausgebracht,“*das schilderte*Billie Holiday*in einem Interview.",„,Im Jahr,2011,habe ich,das,Das,Lied,‚,Love Me Tender,‘,herausgebracht,",",“,das schilderte,Billie Holiday,Billie Holiday,Elvis Presley,no,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Love Me Tender"" herausbringen, das schilderte Billie Holiday in einem Interview.",life-fact mismatch,4,dead,F,J,mismatch,mismatch,critical,AP,Musicians,Billie_Holiday.jpg,old,old,match,8
380,30,120,d,120d,"„Im Jahr*1956*habe ich*das Lied*‚Bloody Mary‘*herausgebracht,“*das schilderte*Carly Rae Jepsen*in einem Interview.",„,Im Jahr,1956,habe ich,das,Das,Lied,‚,Bloody Mary,‘,herausgebracht,",",“,das schilderte,Carly Rae Jepsen,Carly Rae Jepsen,Lady Gaga,no,in einem Interview.,"Im Jahr 1956 werde ich das Lied ""Bloody Mary"" herausbringen, das schilderte Carly Rae Jepsen in einem Interview.",life-fact mismatch,4,alive,F,J,mismatch,mismatch,critical,AP,Musicians,Carly_Rae_Jepsen.jpg,new,new,match,8
381,31,122,c,122c,"„Im Jahr*2010*habe ich*das Lied*‚Like A Rolling Stone‘*aufgenommen,“*das behauptete*Bob Dylan*auf einer Aftershowparty.",„,Im Jahr,2010,habe ich,das,Das,Lied,‚,Like A Rolling Stone,‘,aufgenommen,",",“,das behauptete,Bob Dylan,Bob Dylan,Nina Simone,yes,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""Like A Rolling Stone"" aufnehmen, das behauptete Bob Dylan auf einer Aftershowparty.",life mismatch,4,dead,F,J,mismatch,match,critical,AP,Musicians,Bob_Dylan.png,old,old,match,8
382,31,124,c,124c,"„Im Jahr*1965*habe ich*das Lied*‚Addicted to you‘*aufgenommen,“*das behauptete*Shakira*auf einer Aftershowparty.",„,Im Jahr,1965,habe ich,das,Das,Lied,‚,Addicted to you,‘,aufgenommen,",",“,das behauptete,Shakira,Shakira,Rihanna,yes,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Addicted to you"" aufnehmen, das behauptete Shakira auf einer Aftershowparty.",life mismatch,4,alive,F,J,mismatch,match,critical,AP,Musicians,Shakira.jpg,new,new,match,8
403,2,6,a,6a,"„Im Jahr*2018*habe ich*das Lied*‚This Is America‘*aufgenommen,“*das verkündete*Childish Gambino*gegenüber der Presse.",„,Im Jahr,2018,habe ich,das,NA,Lied,‚,This Is America,‘,aufgenommen,",",“,das verkündete,Childish Gambino,NA,NA,NA,gegenüber der Presse.,"Im Jahr 2018 werde ich das Lied ""This Is America"" aufnehmen, das verkündete Childish Gambino gegenüber der Presse.",full match,4,alive,F,J,match,match,critical,DP,Musicians,Childish_Gambino.png,NA,Das,NA,NA
404,2,8,a,8a,"„Im Jahr*1982*habe ich*das Lied*‚Thriller‘*aufgenommen,“*das verkündete*Michael Jackson*gegenüber der Presse.",„,Im Jahr,1982,habe ich,das,NA,Lied,‚,Thriller,‘,aufgenommen,",",“,das verkündete,Michael Jackson,NA,NA,NA,gegenüber der Presse.,"Im Jahr 1982 werde ich das Lied ""Thriller"" aufnehmen, das verkündete Michael Jackson gegenüber der Presse.",full match,4,dead,F,J,match,match,critical,DP,Musicians,Michael_Jackson.png,NA,Das,NA,NA
413,7,26,d,26d,"„Im Jahr*2020*habe ich*das Turnier im*Autorennen*gewonnen,“*das berichtete*Muhammad Ali*einer Nachrichtenagentur.",„,Im Jahr,2020,habe ich,das,Ein,Turnier im,,Autorennen,,gewonnen,",",“,das berichtete,Muhammad Ali,Muhammad Ali,Niki Lauda,yes,einer Nachrichtenagentur.,"Im Jahr 2020 werde ich das Turnier im ""Autorennen"" gewinnen, das berichtete Muhammad Ali einer Nachrichtenagentur.",life-fact mismatch,1,dead,F,J,mismatch,mismatch,critical,PM,Athletes,Muhammad_Ali.jpg,old,old,match,8
414,7,28,d,28d,"„Im Jahr*1975*habe ich*das Turnier im*Tennis*gewonnen,“*das berichtete*Lionel Messi*einer Nachrichtenagentur.",„,Im Jahr,1975,habe ich,das,Ein,Turnier im,,Tennis,,gewonnen,",",“,das berichtete,Lionel Messi,Lionel Messi,Serena Williams,yes,einer Nachrichtenagentur.,"Im Jahr 1975 werde ich das Turnier im ""Tennis"" gewinnen, das berichtete Lionel Messi einer Nachrichtenagentur.",life-fact mismatch,1,alive,F,J,mismatch,mismatch,critical,PM,Athletes,Lionel_Messi.jpg,new,new,match,8
419,10,38,a,38a,"„Im Jahr*2015*habe ich*in dem Film*‚Die Tribute von Panem – Mockingjay‘*die Hauptrolle gespielt,“*das schilderte*Jennifer Lawrence*interessierten Fans.",„,Im Jahr,2015,habe ich,in dem,Der,Film,‚,Die Tribute von Panem – Mockingjay,‘,die Hauptrolle gespielt,",",“,das schilderte,Jennifer Lawrence,Jennifer Lawrence,Arnold Schwarzenegger,no,interessierten Fans.,"Im Jahr 2015 werde ich in dem Film ""Die Tribute von Panem – Mockingjay"" die Hauptrolle spielen, das schilderte Jennifer Lawrence interessierten Fans.",full match,8,alive,F,J,match,match,critical,AP,Actors,Jennifer_Lawrence.jpg,new,new,match,8
420,10,40,a,40a,"„Im Jahr*1940*habe ich*in dem Film*‚The Invisible Woman‘*die Hauptrolle gespielt,“*das schilderte*Joan Fontaine*interessierten Fans.",„,Im Jahr,1940,habe ich,in dem,Der,Film,‚,The Invisible Woman,‘,die Hauptrolle gespielt,",",“,das schilderte,Joan Fontaine,Joan Fontaine,Charlie Chaplin,no,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""The Invisible Woman"" die Hauptrolle spielen, das schilderte Joan Fontaine interessierten Fans.",full match,8,dead,F,J,match,match,critical,AP,Actors,Joan_Fontaine.jpg,old,old,match,8
423,12,45,c,45c,"„Im Jahr*2020*habe ich*mein Engagement für die*Bürgerrechtsbewegung*vorangetrieben,“*das verkündete*Martin Luther King*auf einer Pressekonferenz.",„,Im Jahr,2020,habe ich,mein,,Engagement für die,,Bürgerrechtsbewegung,,vorangetrieben,",",“,das verkündete,Martin Luther King,Martin Luther King,Nelson Mandela,no,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die Bürgerrechtsbewegung vorantreiben, das verkündete Martin Luther King auf einer Pressekonferenz.",life mismatch,3,dead,F,J,mismatch,match,critical,PM,Activist,Martin_Luther_King.jpg,new,old,mismatch,
424,12,47,c,47c,"„Im Jahr*1955*habe ich*mein Engagement für die*Erreichung der Klimaziele*vorangetrieben,“*das verkündete*Greta Thunberg*auf einer Pressekonferenz.",„,Im Jahr,1955,habe ich,mein,,Engagement für die,,Erreichung der Klimaziele,,vorangetrieben,",",“,das verkündete,Greta Thunberg,Greta Thunberg,Malala Yousafzai,no,auf einer Pressekonferenz.,"Im Jahr 1955 werde ich mein Engagement für die Erreichung der Klimaziele vorantreiben, das verkündete Greta Thunberg auf einer Pressekonferenz.",life mismatch,3,alive,F,J,mismatch,match,critical,PM,Activist,Greta_Thunberg.jpg,old,new,mismatch,
433,17,66,b,66b,"„Im Jahr*2017*habe ich*die Nation*Russland*regiert,“*das berichtete*Emmanuel Macron*einer Tageszeitung.",„,Im Jahr,2017,habe ich,die,Die,Nation,,Russland,,regiert,",",“,das berichtete,Emmanuel Macron,Emmanuel Macron,Wladimir Putin,yes,einer Tageszeitung.,"Im Jahr 2017 werde ich die Nation Russland regieren, das berichtete Emmanuel Macron einer Tageszeitung.",fact mismatch,2,alive,F,J,match,mismatch,critical,DP,Policitians,Emmanuel_Macron.jpg,new,new,match,8
434,17,68,b,68b,"„Im Jahr*1942*habe ich*die Nation*U.S.A.*regiert,“*das berichtete*Winston Churchill*einer Tageszeitung.",„,Im Jahr,1942,habe ich,die,Die,Nation,,U.S.A.,,regiert,",",“,das berichtete,Winston Churchill,Winston Churchill,Franklin D. Roosevelt,yes,einer Tageszeitung.,"Im Jahr 1942 werde ich die Nation U.S.A. regieren, das berichtete Winston Churchill einer Tageszeitung.",fact mismatch,2,dead,F,J,match,mismatch,critical,DP,Policitians,Winston_Churchill.jpg,old,old,match,8
439,20,77,c,77c,"„Im Jahr*2008*habe ich*meine Erfindung*‚Glühbirne‘*vermarktet,“*das schilderte*Thomas Edison*einer Tageszeitung.",„,Im Jahr,2008,habe ich,meine,Die,Erfindung,‚,Glühbirne,‘,vermarktet,",",“,das schilderte,Thomas Edison,Thomas Edison,Henry Ford,no,einer Tageszeitung.,"Im Jahr 2008 werde ich meine Erfindung ""Glühbirne"" vermarkten, das schilderte Thomas Edison einer Tageszeitung.",life mismatch,8,dead,F,J,mismatch,match,critical,AP,Creators,Thomas_Edison.jpg,old,old,match,8
440,20,79,c,79c,"„Im Jahr*1908*habe ich*meine Erfindung*‚Tesla Roadster‘*vermarktet,“*das schilderte*Elon Musk*einer Tageszeitung.",„,Im Jahr,1908,habe ich,meine,Die,Erfindung,‚,Tesla Roadster,‘,vermarktet,",",“,das schilderte,Elon Musk,Elon Musk,Mark Zuckerberg,no,einer Tageszeitung.,"Im Jahr 1908 werde ich meine Erfindung ""Tesla Roadster"" vermarkten, das schilderte Elon Musk einer Tageszeitung.",life mismatch,8,alive,F,J,mismatch,match,critical,AP,Creators,Elon_Musk.jpg,new,new,match,8
443,22,85,a,85a,"„Im Jahr*2018*habe ich*in dem Film*‚A Star is Born‘*mitgespielt,“*das verkündete*Bradley Cooper*auf dem roten Teppich.",„,Im Jahr,2018,habe ich,in dem,NA,Film,‚,A Star is Born,‘,mitgespielt,",",“,das verkündete,Bradley Cooper,NA,NA,NA,auf dem roten Teppich.,"Im Jahr 2018 werde ich in dem Film ""A Star is Born"" mitspielen, das verkündete Bradley Cooper auf dem roten Teppich.",full match,8,alive,F,J,match,match,critical,PM,Actors,Bradley_Cooper.jpg,NA,Der,NA,NA
444,22,87,a,87a,"„Im Jahr*1962*habe ich*in dem Film*‚Doktor Schiwago‘*mitgespielt,“*das verkündete*Omar Sharif*auf dem roten Teppich.",„,Im Jahr,1962,habe ich,in dem,NA,Film,‚,Doktor Schiwago,‘,mitgespielt,",",“,das verkündete,Omar Sharif,NA,NA,NA,auf dem roten Teppich.,"Im Jahr 1962 werde ich in dem Film ""Doktor Schiwago"" mitspielen, das verkündete Omar Sharif auf dem roten Teppich.",full match,8,dead,F,J,match,match,critical,PM,Actors,Omar_Sharif.jpg,NA,Der,NA,NA
449,25,98,b,98b,"„Im Jahr*2014*habe ich*das Lied*‚Rolling in the Deep‘*herausgebracht,“*das stellte*Bruno Mars*bei einer Pressekonferenz fest.",„,Im Jahr,2014,habe ich,das,Das,Lied,‚,Rolling in the Deep,‘,herausgebracht,",",“,das stellte,Bruno Mars,Bruno Mars,Adele,yes,bei einer Pressekonferenz fest.,"Im Jahr 2014 werde ich das Lied ""Rolling in the Deep"" herausbringen, das stellte Bruno Mars bei einer Pressekonferenz fest.",fact mismatch,7,alive,F,J,match,mismatch,critical,AP,Musicians,Bruno_Mars.jpg,new,new,match,
450,25,100,b,100b,"„Im Jahr*1975*habe ich*das Lied*‚Stand By Me‘*herausgebracht,“*das stellte*Bob Marley*bei einer Pressekonferenz fest.",„,Im Jahr,1975,habe ich,das,Das,Lied,‚,Stand By Me,‘,herausgebracht,",",“,das stellte,Bob Marley,Bob Marley,John Lennon,yes,bei einer Pressekonferenz fest.,"Im Jahr 1975 werde ich das Lied ""Stand By Me"" herausbringen, das stellte Bob Marley bei einer Pressekonferenz fest.",fact mismatch,7,dead,F,J,match,mismatch,critical,AP,Musicians,Bob_Marley.jpg,old,old,match,
453,27,105,d,105d,"„Im Jahr*2017*habe ich*das Lied*‚The Show Must Go On‘*aufgenommen,“*das berichtete*Prince*auf einer Aftershowparty.",„,Im Jahr,2017,habe ich,das,Das,Lied,‚,The Show Must Go On,‘,aufgenommen,",",“,das berichtete,Prince,Prince,Freddie Mercury,yes,auf einer Aftershowparty.,"Im Jahr 2017 werde ich das Lied ""The Show Must Go On"" aufnehmen, das berichtete Prince auf einer Aftershowparty.",life-fact mismatch,8,dead,F,J,mismatch,mismatch,critical,PM,Musicians,Prince.jpg,old,old,match,8
454,27,107,d,107d,"„Im Jahr*1991*habe ich*das Lied*‚Sign of the Times‘*aufgenommen,“*das berichtete*Ed Sheeran*auf einer Aftershowparty.",„,Im Jahr,1991,habe ich,das,Das,Lied,‚,Sign of the Times,‘,aufgenommen,",",“,das berichtete,Ed Sheeran,Ed Sheeran,Harry Styles,yes,auf einer Aftershowparty.,"Im Jahr 1991 werde ich das Lied ""Sign of the Times"" aufnehmen, das berichtete Ed Sheeran auf einer Aftershowparty.",life-fact mismatch,8,alive,F,J,mismatch,mismatch,critical,PM,Musicians,Ed_Sheeran.jpg,new,new,match,8
457,29,113,b,113b,"„Im Jahr*2013*habe ich*das Lied*‚Atemlos durch die Nacht‘*veröffentlicht,“*das äußerte*Psy*gegenüber interessierten Fans.",„,Im Jahr,2013,habe ich,das,Das,Lied,‚,Atemlos durch die Nacht,‘,veröffentlicht,",",“,das äußerte,Psy,Psy,Helene Fischer,yes,gegenüber interessierten Fans.,"Im Jahr 2013 werde ich das Lied ""Atemlos durch die Nacht"" veröffentlichen, das äußerte Psy gegenüber interessierten Fans.",fact mismatch,4,alive,F,J,match,mismatch,critical,AP,Musicians,Psy.jpg,new,new,match,8
458,29,115,b,115b,"„Im Jahr*1967*habe ich*das Lied*‚Sag mir wo die Blumen sind‘*veröffentlicht,“*das äußerte*Louis Armstrong*gegenüber interessierten Fans.",„,Im Jahr,1967,habe ich,das,Das,Lied,‚,Sag mir wo die Blumen sind,‘,veröffentlicht,",",“,das äußerte,Louis Armstrong,Louis Armstrong,Marlene Dietrich,yes,gegenüber interessierten Fans.,"Im Jahr 1967 werde ich das Lied ""Sag mir wo die Blumen sind"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.",fact mismatch,4,dead,F,J,match,mismatch,critical,AP,Musicians,Louis_Armstrong.jpg,old,old,match,8
459,30,117,a,117a,"„Im Jahr*2011*habe ich*das Lied*‚Call Me Maybe‘*herausgebracht,“*das schilderte*Carly Rae Jepsen*in einem Interview.",„,Im Jahr,2011,habe ich,das,Das,Lied,‚,Call Me Maybe,‘,herausgebracht,",",“,das schilderte,Carly Rae Jepsen,Carly Rae Jepsen,Lady Gaga,no,in einem Interview.,"Im Jahr 2011 werde ich das Lied ""Call Me Maybe"" herausbringen, das schilderte Carly Rae Jepsen in einem Interview.",full match,8,alive,F,J,match,match,critical,AP,Musicians,Carly_Rae_Jepsen.jpg,new,new,match,8
460,30,119,a,119a,"„Im Jahr*1954*habe ich*das Lied*‚Stormy Blues‘*herausgebracht,“*das schilderte*Billie Holiday*in einem Interview.",„,Im Jahr,1954,habe ich,das,Das,Lied,‚,Stormy Blues,‘,herausgebracht,",",“,das schilderte,Billie Holiday,Billie Holiday,Elvis Presley,no,in einem Interview.,"Im Jahr 1954 werde ich das Lied ""Stormy Blues"" herausbringen, das schilderte Billie Holiday in einem Interview.",full match,8,dead,F,J,match,match,critical,AP,Musicians,Billie_Holiday.jpg,old,old,match,8
461,31,122,d,122d,"„Im Jahr*2010*habe ich*das Lied*‚Like A Rolling Stone‘*aufgenommen,“*das behauptete*Nina Simone*auf einer Aftershowparty.",„,Im Jahr,2010,habe ich,das,Das,Lied,‚,Like A Rolling Stone,‘,aufgenommen,",",“,das behauptete,Nina Simone,Nina Simone,Bob Dylan,yes,auf einer Aftershowparty.,"Im Jahr 2010 werde ich das Lied ""Like A Rolling Stone"" aufnehmen, das behauptete Nina Simone auf einer Aftershowparty.",life-fact mismatch,6,dead,F,J,mismatch,mismatch,critical,AP,Musicians,Nina_Simone.jpg,old,old,match,8
462,31,124,d,124d,"„Im Jahr*1965*habe ich*das Lied*‚Addicted to you‘*aufgenommen,“*das behauptete*Rihanna*auf einer Aftershowparty.",„,Im Jahr,1965,habe ich,das,Das,Lied,‚,Addicted to you,‘,aufgenommen,",",“,das behauptete,Rihanna,Rihanna,Shakira,yes,auf einer Aftershowparty.,"Im Jahr 1965 werde ich das Lied ""Addicted to you"" aufnehmen, das behauptete Rihanna auf einer Aftershowparty.",life-fact mismatch,6,alive,F,J,mismatch,mismatch,critical,AP,Musicians,Rihanna.jpg,new,new,match,8
483,2,6,b,6b,"„Im Jahr*2018*habe ich*das Lied*‚This Is America‘*aufgenommen,“*das verkündete*Namika*gegenüber der Presse.",„,Im Jahr,2018,habe ich,das,NA,Lied,‚,This Is America,‘,aufgenommen,",",“,das verkündete,Namika,NA,NA,NA,gegenüber der Presse.,"Im Jahr 2018 werde ich das Lied ""This Is America"" aufnehmen, das verkündete Namika gegenüber der Presse.",fact mismatch,2,alive,F,J,match,mismatch,critical,DP,Musicians,Namika.jpg,NA,Das,NA,NA
484,2,8,b,8b,"„Im Jahr*1982*habe ich*das Lied*‚Thriller‘*aufgenommen,“*das verkündete*David Bowie*gegenüber der Presse.",„,Im Jahr,1982,habe ich,das,NA,Lied,‚,Thriller,‘,aufgenommen,",",“,das verkündete,David Bowie,NA,NA,NA,gegenüber der Presse.,"Im Jahr 1982 werde ich das Lied ""Thriller"" aufnehmen, das verkündete David Bowie gegenüber der Presse.",fact mismatch,2,dead,F,J,match,mismatch,critical,DP,Musicians,David_Bowie.jpg,NA,Das,NA,NA
493,7,25,a,25a,"„Im Jahr*2020*habe ich*das Turnier im*Fußball*gewonnen,“*das berichtete*Lionel Messi*einer Nachrichtenagentur.",„,Im Jahr,2020,habe ich,das,Ein,Turnier im,,Fußball,,gewonnen,",",“,das berichtete,Lionel Messi,Lionel Messi,Serena Williams,yes,einer Nachrichtenagentur.,"Im Jahr 2020 werde ich das Turnier im ""Fußball"" gewinnen, das berichtete Lionel Messi einer Nachrichtenagentur.",full match,6,alive,F,J,match,match,critical,PM,Athletes,Lionel_Messi.jpg,new,new,match,8
494,7,27,a,27a,"„Im Jahr*1975*habe ich*das Turnier im*Boxen*gewonnen,“*das berichtete*Muhammad Ali*einer Nachrichtenagentur.",„,Im Jahr,1975,habe ich,das,Ein,Turnier im,,Boxen,,gewonnen,",",“,das berichtete,Muhammad Ali,Muhammad Ali,Niki Lauda,yes,einer Nachrichtenagentur.,"Im Jahr 1975 werde ich das Turnier im ""Boxen"" gewinnen, das berichtete Muhammad Ali einer Nachrichtenagentur.",full match,6,dead,F,J,match,match,critical,PM,Athletes,Muhammad_Ali.jpg,old,old,match,8
499,10,38,b,38b,"„Im Jahr*2015*habe ich*in dem Film*‚Die Tribute von Panem – Mockingjay‘*die Hauptrolle gespielt,“*das schilderte*Arnold Schwarzenegger*interessierten Fans.",„,Im Jahr,2015,habe ich,in dem,Der,Film,‚,Die Tribute von Panem – Mockingjay,‘,die Hauptrolle gespielt,",",“,das schilderte,Arnold Schwarzenegger,Arnold Schwarzenegger,Jennifer Lawrence,no,interessierten Fans.,"Im Jahr 2015 werde ich in dem Film ""Die Tribute von Panem – Mockingjay"" die Hauptrolle spielen, das schilderte Arnold Schwarzenegger interessierten Fans.",fact mismatch,6,alive,F,J,match,mismatch,critical,AP,Actors,Arnold_Schwarzenegger.jpg,new,new,match,8
500,10,40,b,40b,"„Im Jahr*1940*habe ich*in dem Film*‚The Invisible Woman‘*die Hauptrolle gespielt,“*das schilderte*Charlie Chaplin*interessierten Fans.",„,Im Jahr,1940,habe ich,in dem,Der,Film,‚,The Invisible Woman,‘,die Hauptrolle gespielt,",",“,das schilderte,Charlie Chaplin,Charlie Chaplin,Joan Fontaine,no,interessierten Fans.,"Im Jahr 1940 werde ich in dem Film ""The Invisible Woman"" die Hauptrolle spielen, das schilderte Charlie Chaplin interessierten Fans.",fact mismatch,6,dead,F,J,match,mismatch,critical,AP,Actors,Charlie_Chaplin.jpg,old,old,match,8
503,12,45,d,45d,"„Im Jahr*2020*habe ich*mein Engagement für die*Bürgerrechtsbewegung*vorangetrieben,“*das verkündete*Nelson Mandela*auf einer Pressekonferenz.",„,Im Jahr,2020,habe ich,mein,,Engagement für die,,Bürgerrechtsbewegung,,vorangetrieben,",",“,das verkündete,Nelson Mandela,Nelson Mandela,Martin Luther King,no,auf einer Pressekonferenz.,"Im Jahr 2020 werde ich mein Engagement für die Bürgerrechtsbewegung vorantreiben, das verkündete Nelson Mandela auf einer Pressekonferenz.",life-fact mismatch,6,dead,F,J,mismatch,mismatch,critical,PM,Activist,Nelson_Mandela.jpg,new,old,mismatch,
